,name,online_order,book_table,votes,location,cuisines,approx_cost(for two people),listed_in(type),type,rate
19907,1015,1,1,153,0,51,600.0,2,3,4.2
33372,2760,0,0,164,32,7,400.0,2,2,3.9
33854,4688,0,0,29,30,40,800.0,4,1,3.8
24362,652,1,0,21,25,51,700.0,2,4,3.6
33268,1593,1,0,6,52,4,400.0,2,0,3.1
9378,4856,1,1,1867,18,51,1500.0,2,8,4.2
20695,1089,0,0,9,23,51,400.0,2,8,3.3
49906,6246,0,0,6,5,40,1000.0,4,8,3.3
43747,3498,1,0,93,19,40,500.0,4,9,3.7
10630,4151,1,0,96,9,40,300.0,4,9,3.0
42359,4819,1,0,160,19,51,700.0,2,4,4.0
24188,1476,1,0,19,1,51,300.0,2,10,3.3
24167,3700,1,0,6,1,28,300.0,2,9,3.4
31704,2868,0,0,140,9,51,200.0,4,9,4.0
32613,4793,1,0,10,18,54,300.0,2,10,3.7
18615,5753,0,0,72,40,25,1200.0,3,7,3.9
44160,367,1,0,89,39,51,650.0,2,4,3.6
43554,3063,0,0,53,45,5,300.0,4,8,3.6
4579,5011,1,0,4,5,51,900.0,4,4,3.3
48201,1719,0,1,2741,7,51,1300.0,4,8,4.3
23112,1689,0,0,147,21,24,400.0,3,7,4.0
19682,4606,1,0,579,21,51,900.0,2,4,3.8
37466,4576,0,0,8,55,28,300.0,4,9,3.1
39447,2785,0,1,476,41,51,1000.0,1,3,4.3
9829,5143,1,0,185,2,51,450.0,2,4,3.4
8951,68,1,0,101,18,51,250.0,2,9,4.0
41677,2943,0,0,8,36,51,300.0,4,8,3.2
41713,3898,0,0,58,36,40,600.0,4,4,2.4
13168,6196,0,0,13,48,44,400.0,4,9,3.6
2000,2229,0,0,106,2,40,450.0,4,4,2.9
44133,2873,1,0,159,41,37,400.0,2,8,4.0
34270,4537,1,0,212,28,51,400.0,4,9,4.0
46636,4766,1,0,7,43,51,200.0,3,8,3.3
27281,1716,1,0,7,30,54,150.0,2,9,3.3
19820,3115,1,0,140,2,51,200.0,2,9,3.6
46251,1249,0,0,86,35,28,450.0,2,9,3.6
32696,1523,1,0,475,30,51,600.0,2,4,3.9
25413,857,1,0,96,24,6,400.0,2,2,4.0
40341,5710,0,1,854,43,51,800.0,4,4,4.3
14045,5386,1,0,81,15,4,500.0,3,6,3.9
19883,4705,1,0,55,21,51,250.0,2,9,3.8
26260,5082,0,0,9,24,49,400.0,4,9,3.1
34866,1736,1,0,230,26,51,600.0,1,3,3.8
27619,2184,1,0,8,18,51,350.0,2,9,3.4
33337,1089,0,0,1227,29,51,400.0,2,9,4.1
35714,2083,1,0,51,29,51,300.0,2,9,3.7
10540,4246,1,0,19,9,53,750.0,4,4,3.3
37648,4552,1,1,1897,26,51,1200.0,6,5,4.6
19054,1752,1,0,25,13,54,150.0,4,9,4.0
30303,4814,1,0,6,9,6,200.0,2,2,3.2
39749,3283,1,0,18,41,51,550.0,2,9,3.5
25564,3349,1,1,1013,24,19,1100.0,2,4,4.5
28728,6328,1,0,41,31,8,200.0,4,9,3.8
28816,3698,0,0,14,30,51,350.0,4,9,3.8
8053,2549,0,0,198,54,41,700.0,4,4,3.7
621,5173,1,0,119,0,40,400.0,4,4,3.2
10287,5775,1,0,70,29,51,250.0,3,7,4.3
13613,1061,1,0,23,15,3,400.0,2,0,3.3
7118,4329,1,0,518,54,38,2000.0,2,4,4.9
38429,2526,1,0,6,31,18,300.0,2,6,3.2
208,3701,1,0,337,21,51,300.0,2,9,4.1
7984,4586,1,0,7,36,51,400.0,4,9,3.2
50363,5666,1,0,26,54,6,200.0,2,8,3.7
15654,6293,1,1,81,52,21,800.0,4,4,3.8
46367,952,0,0,47,41,29,300.0,2,9,3.3
17582,6203,0,0,583,19,16,700.0,1,3,4.2
3416,3823,0,0,13,3,11,300.0,4,9,3.5
14899,1696,1,0,654,12,16,750.0,2,8,4.3
43940,3692,0,0,23,45,32,2000.0,6,1,3.9
3810,5937,1,0,294,46,51,400.0,2,9,3.3
49612,3994,1,0,72,5,34,300.0,3,8,3.8
46214,1768,1,0,82,16,51,400.0,2,10,3.3
9292,2208,1,0,88,9,51,1000.0,2,9,3.9
19027,439,0,0,46,13,38,1100.0,4,4,3.4
42004,4395,1,0,250,8,51,400.0,4,9,3.4
9442,615,1,1,65,9,51,600.0,2,4,3.9
43914,4023,1,1,1135,10,51,1200.0,6,5,4.5
42409,2659,1,0,44,52,54,100.0,2,9,3.5
32748,5074,1,0,144,18,54,150.0,2,9,3.5
11848,4023,1,1,1112,10,51,1200.0,2,5,4.4
50891,1384,0,0,4,8,6,300.0,2,8,3.3
13483,1773,1,0,158,15,51,500.0,2,9,2.7
45440,673,0,0,70,22,51,200.0,2,9,3.7
35330,1481,1,0,232,21,51,600.0,2,4,3.8
1108,1192,1,0,34,2,51,300.0,2,9,3.2
47798,2971,0,0,366,45,39,400.0,2,9,4.2
18860,1352,1,1,53,19,51,350.0,4,9,3.9
44568,137,0,0,59,39,51,300.0,4,9,3.7
6814,1816,1,0,156,41,51,400.0,2,10,3.5
15450,1861,1,0,132,16,51,400.0,4,9,3.9
1845,483,0,0,17,2,3,350.0,3,10,3.7
29447,3346,1,0,136,9,20,300.0,2,9,2.9
17505,473,0,0,1383,18,51,1100.0,6,5,4.2
4168,6072,1,0,13,5,2,150.0,2,9,3.4
10310,5637,1,0,155,23,16,400.0,3,8,3.9
45892,152,0,1,19,19,51,800.0,4,4,3.7
2282,134,1,0,178,23,58,450.0,4,4,3.9
42232,2199,1,1,2854,44,51,800.0,1,8,4.2
26586,1849,0,0,224,41,51,200.0,1,3,4.2
24648,270,1,0,23,1,25,500.0,3,10,3.6
51211,6157,0,0,69,54,51,600.0,4,4,4.0
17111,6023,0,0,17,18,51,500.0,4,3,3.6
3324,4293,0,0,111,3,51,700.0,4,4,3.9
8906,4151,1,0,96,9,40,300.0,2,9,3.0
36582,2174,1,0,3468,31,38,600.0,4,4,4.3
8112,1623,1,0,147,54,46,400.0,4,9,3.8
7913,4669,1,0,517,54,36,1000.0,4,4,4.3
36997,3235,1,0,106,41,51,300.0,4,9,4.2
36639,3483,1,0,357,31,30,500.0,4,9,3.9
35342,4521,1,0,14,9,28,300.0,2,9,3.5
1226,3077,1,0,13,2,12,700.0,2,4,3.5
34958,4056,1,1,9084,28,51,600.0,2,8,4.4
10554,375,1,0,191,9,9,300.0,4,9,3.9
15968,4935,0,1,1551,18,38,750.0,2,4,4.0
1239,886,1,0,98,23,51,500.0,2,4,3.7
48768,1720,0,0,298,44,45,1000.0,5,8,3.7
1182,4360,1,1,1025,2,38,1000.0,2,4,4.1
27765,5808,1,0,38,26,38,400.0,2,6,3.3
2859,1546,1,0,12,9,49,200.0,2,9,3.5
42796,2702,0,0,74,44,51,400.0,2,3,4.3
30555,6309,0,0,22,9,51,300.0,2,8,3.7
12646,3704,1,0,117,52,51,600.0,4,4,3.9
19158,3903,0,0,14,40,58,300.0,4,9,3.6
36911,2679,0,0,6,14,51,900.0,4,4,3.3
41041,5986,1,0,79,51,51,400.0,2,9,3.8
4381,2321,1,0,22,16,51,300.0,2,6,3.8
40415,1450,1,0,41,42,51,1400.0,4,4,3.6
28928,4631,0,1,1377,18,51,1200.0,4,8,4.1
28202,3148,0,0,289,32,51,500.0,3,8,3.8
21763,3981,0,0,203,23,51,900.0,0,4,3.7
6160,1283,0,0,378,44,43,1000.0,4,1,3.9
6501,5950,0,0,22,50,51,200.0,4,9,3.0
6803,5513,0,0,24,54,14,150.0,1,3,2.9
33541,4839,0,0,8,9,51,700.0,2,4,3.5
3550,4224,1,0,20,21,51,800.0,4,9,3.9
48975,1888,0,0,33,46,43,300.0,2,9,3.6
14679,4080,1,0,97,53,52,750.0,2,6,3.8
42709,5269,1,0,161,53,51,300.0,2,3,4.1
18049,6009,1,0,25,41,27,250.0,2,7,3.6
50300,5426,1,0,69,8,51,850.0,2,4,3.5
50021,2439,0,0,9,5,40,300.0,4,9,3.1
18492,1416,1,0,2139,19,34,400.0,3,7,4.7
1422,5429,1,0,70,9,51,350.0,2,9,3.6
6404,2540,1,0,58,48,28,300.0,4,9,3.5
39523,2215,1,0,637,39,51,700.0,2,3,4.1
44163,4663,1,0,162,39,51,300.0,2,9,3.8
15490,1322,0,0,16,16,51,500.0,4,9,3.6
37767,550,0,0,35,48,14,300.0,1,3,3.7
34331,3966,1,0,6,14,20,200.0,4,9,3.0
49013,5543,1,0,8,46,51,500.0,2,6,3.3
48197,5794,1,1,2938,10,51,1000.0,4,4,4.2
34770,6187,0,0,172,31,51,650.0,1,3,4.1
47482,4855,1,0,402,12,51,600.0,2,4,4.2
23975,6350,1,1,347,24,51,600.0,2,4,4.4
35598,2753,1,0,70,29,51,150.0,2,8,3.9
34576,5150,0,0,5,9,51,100.0,4,2,3.4
45831,3559,0,1,474,13,51,3000.0,4,8,4.2
11510,50,0,1,1774,23,51,1300.0,6,1,3.9
51437,1104,0,0,18,54,28,400.0,4,8,4.1
5708,5171,0,0,4,52,38,100.0,2,9,3.3
47114,4648,0,0,11,35,28,250.0,4,9,3.5
40919,1260,1,0,83,36,51,600.0,2,4,3.7
10009,3489,0,0,16,31,60,300.0,2,6,3.6
23494,303,0,0,21,2,51,600.0,4,4,3.6
20089,1210,1,0,30,9,51,300.0,2,9,3.4
17591,1050,1,0,84,19,51,450.0,1,3,3.9
19510,1103,1,0,256,9,11,800.0,2,4,3.8
23077,959,0,0,9,2,51,400.0,3,3,3.7
33964,770,1,1,1855,26,51,600.0,4,3,4.1
10686,2727,0,0,11,9,51,200.0,4,9,3.6
24918,6078,1,0,24,41,58,300.0,4,9,3.9
7933,89,1,0,596,36,51,400.0,4,4,2.7
43224,3148,0,0,1466,37,51,450.0,4,8,4.0
33679,5021,1,0,603,31,26,900.0,3,7,4.2
13262,5945,0,0,234,41,51,1000.0,5,8,3.9
17441,3605,0,0,15,6,51,250.0,4,9,3.1
49044,5937,1,0,296,46,51,400.0,2,9,3.3
42299,1153,1,0,131,19,51,200.0,2,3,4.5
27201,562,1,0,42,18,34,250.0,2,7,3.7
24788,4794,0,0,24,24,9,400.0,4,9,3.6
3799,1133,1,0,33,46,51,200.0,1,3,4.1
44145,721,1,0,210,41,51,450.0,2,9,3.3
31375,3453,0,0,547,28,38,450.0,4,4,2.5
47122,187,1,0,185,41,51,450.0,4,9,3.9
40291,5345,0,0,60,41,51,750.0,4,4,2.5
23869,293,0,0,241,24,51,600.0,1,3,4.0
33806,5578,1,1,576,30,51,2000.0,4,8,4.3
5283,2903,1,0,110,19,37,150.0,2,8,4.1
31568,6051,0,0,47,26,57,300.0,4,9,3.6
8861,3908,1,0,23,21,57,300.0,2,9,3.5
42582,4381,1,0,24,48,7,150.0,2,2,3.6
32675,5859,1,1,523,30,51,2500.0,2,4,4.4
41537,3712,0,0,970,36,1,800.0,4,4,4.2
37600,2109,0,1,3923,29,51,1000.0,6,8,4.5
18504,5935,0,0,311,19,51,800.0,3,3,4.2
40707,645,0,0,36,36,51,1100.0,2,5,3.8
34887,3214,1,0,172,29,13,500.0,2,9,4.3
19443,4210,0,0,167,21,51,400.0,1,3,3.7
33869,4263,1,0,195,30,51,400.0,4,7,4.2
33957,3025,0,1,1798,29,51,1000.0,4,4,4.1
4285,5518,0,0,6,5,55,300.0,2,8,3.0
5945,379,0,1,8375,7,51,2000.0,4,8,4.5
18921,2054,1,0,48,19,51,200.0,4,9,4.0
4955,5969,1,1,2182,5,51,1400.0,6,8,4.4
6727,5717,0,0,29,45,51,2200.0,6,1,3.5
27389,4740,1,0,758,41,38,250.0,2,9,4.0
39701,2709,1,0,25,47,51,150.0,2,9,3.5
24174,4437,1,0,38,1,54,150.0,2,9,3.3
8696,6329,1,0,44,2,51,200.0,2,8,3.6
27223,3645,1,1,2714,27,51,1000.0,2,3,4.2
29938,4918,1,0,18,26,40,200.0,2,9,3.5
1654,366,0,0,65,2,34,200.0,2,7,4.0
22347,2520,1,0,26,9,51,400.0,2,9,3.7
44808,1701,1,0,494,19,8,300.0,2,9,4.0
38987,2540,1,0,58,48,28,300.0,4,9,3.5
24745,4442,1,0,6,24,51,600.0,4,3,3.4
11098,5374,1,0,49,23,51,400.0,4,4,3.8
50421,5572,1,1,673,54,51,1400.0,2,8,4.1
42570,4530,1,0,19,7,51,300.0,2,9,3.3
21362,3499,1,0,214,9,51,600.0,4,4,3.9
25363,1959,1,0,88,24,51,400.0,2,9,3.8
29763,701,0,1,685,29,51,1400.0,2,4,4.5
13005,5428,0,0,15,37,38,350.0,4,9,3.6
46597,5369,0,0,11,41,51,450.0,2,4,3.2
43560,5920,1,0,7,52,51,500.0,4,9,3.4
41144,1413,1,0,129,41,54,400.0,2,9,3.5
34953,569,1,0,371,9,38,600.0,2,4,3.8
13623,2476,1,0,13,15,39,200.0,2,9,3.5
13597,2252,1,0,63,15,54,300.0,2,9,2.5
10347,2331,0,0,11,21,51,200.0,3,9,3.6
46937,2250,1,0,77,4,8,400.0,4,9,3.4
28828,1605,0,0,126,30,51,300.0,4,9,4.0
24992,5871,0,0,18,1,51,600.0,4,4,3.7
13153,1707,1,0,27,53,8,300.0,4,9,3.6
33816,2893,1,0,991,30,51,600.0,4,3,4.1
941,841,1,0,427,2,51,500.0,2,10,4.1
36946,5045,1,0,76,29,51,500.0,4,9,3.8
19072,804,1,0,330,22,40,500.0,4,9,4.0
33820,5765,0,0,1408,30,51,1000.0,4,8,4.0
42696,4793,1,0,56,50,9,400.0,2,9,3.9
35547,5011,1,1,1391,31,51,1100.0,2,4,4.0
5509,4086,1,1,450,10,38,1000.0,2,4,4.1
48237,5744,1,1,219,50,51,850.0,4,4,4.4
12778,5521,0,0,122,7,51,500.0,4,4,3.9
41422,122,1,0,7,5,51,400.0,2,10,3.5
24256,3958,1,0,98,1,19,500.0,2,4,3.8
7372,2519,1,0,100,54,43,300.0,2,9,3.7
10415,3844,1,0,135,9,40,500.0,4,4,3.7
23491,6368,1,0,170,2,51,600.0,4,4,2.6
35855,509,0,0,4,31,55,300.0,2,9,3.3
39090,2490,0,0,5,49,58,150.0,4,9,3.2
41137,2112,1,0,92,8,58,350.0,2,9,3.6
38797,368,0,1,195,37,51,3000.0,4,8,4.0
5300,6269,1,0,459,10,51,700.0,2,3,4.1
50616,1929,0,1,185,54,51,800.0,2,4,3.5
48299,3424,1,0,12,7,51,650.0,4,4,3.5
35597,4224,1,0,26,9,51,550.0,2,9,4.0
45545,1416,1,0,2174,19,34,400.0,3,7,4.7
50286,2492,1,0,83,41,51,500.0,2,8,3.8
33863,3064,1,0,3621,30,51,400.0,4,9,4.3
2875,1837,1,1,553,21,51,900.0,2,4,4.1
31389,4024,0,0,68,30,51,1000.0,4,1,3.7
2621,6012,1,0,449,21,51,400.0,2,3,4.2
32453,3171,1,0,40,9,51,200.0,2,2,3.9
22617,2600,0,0,4,23,11,150.0,2,9,3.2
47276,949,1,1,2747,37,51,1200.0,1,3,4.2
46399,1397,1,0,18,43,51,250.0,2,9,3.8
19951,5435,1,0,60,33,38,700.0,2,4,3.6
38007,5623,0,0,35,3,28,200.0,2,9,2.5
294,4322,1,0,444,3,54,100.0,2,9,4.2
8423,358,1,0,474,9,43,450.0,2,9,3.6
2720,1751,1,0,8,48,54,150.0,2,9,3.3
51105,4669,1,0,523,54,36,1000.0,4,4,4.2
15572,2383,0,0,10,49,54,200.0,4,9,3.7
21125,232,0,0,43,21,51,650.0,4,5,3.7
826,2973,0,0,46,3,51,450.0,4,9,3.6
38688,2485,1,1,719,45,51,1000.0,4,4,4.4
21911,3078,1,0,253,21,26,300.0,2,7,4.0
27185,2878,1,0,6,29,4,400.0,2,0,3.3
13982,5546,1,0,54,15,34,450.0,3,7,3.7
15883,1765,1,0,45,18,51,300.0,2,10,3.8
33885,3580,1,0,322,30,38,600.0,4,9,4.1
15708,169,0,0,13,53,56,200.0,4,9,3.2
37439,1501,0,0,6,21,28,300.0,4,9,3.3
50153,1207,1,0,342,36,51,200.0,2,8,4.1
44641,5983,1,0,140,39,38,300.0,4,9,3.5
51674,5672,0,0,34,54,45,800.0,5,5,3.7
39689,4405,1,0,94,43,51,350.0,2,9,3.1
47898,261,0,0,6,48,10,250.0,2,9,3.1
49907,1244,0,1,125,36,51,2500.0,4,8,3.9
27203,748,1,0,70,26,51,500.0,2,10,3.8
34454,3788,1,0,8,18,46,300.0,4,9,3.4
9790,5685,1,0,176,30,51,300.0,2,6,4.0
9661,1635,0,0,76,9,40,500.0,2,9,2.7
37359,384,1,0,12,9,29,300.0,4,9,3.5
3,131,0,0,88,0,57,300.0,0,9,3.7
42065,4971,0,0,22,8,57,400.0,4,9,3.2
26772,4851,1,0,20,9,40,400.0,2,9,3.2
45648,5864,0,0,30,40,48,800.0,4,4,3.6
32066,5572,1,1,1177,28,51,1300.0,6,8,4.2
38596,962,0,0,388,34,14,1100.0,4,3,4.1
47347,434,1,0,5,49,51,400.0,1,8,3.2
35536,4273,1,0,206,21,34,300.0,2,7,4.1
14687,1608,1,0,73,41,51,750.0,2,6,3.3
3255,1749,0,0,15,21,51,100.0,3,9,3.7
19354,4494,0,1,263,19,51,1000.0,6,8,3.8
43590,4256,1,0,25,44,51,300.0,4,9,2.9
26795,547,1,0,152,31,51,700.0,2,4,2.8
24214,3046,1,0,35,1,51,100.0,2,9,3.5
25461,1626,1,0,60,41,20,400.0,2,9,3.0
39832,599,0,0,175,35,21,600.0,2,4,3.7
6479,4711,0,0,4,52,51,300.0,4,9,3.1
26198,3206,1,0,122,1,51,700.0,4,4,3.4
23866,397,0,0,92,24,14,700.0,1,3,3.8
48840,5709,1,1,1060,46,51,1300.0,0,4,4.2
34180,3365,0,0,39,29,51,700.0,4,4,3.4
18377,4448,1,0,9,11,24,100.0,2,7,3.5
51584,4531,0,0,8,54,31,150.0,4,8,3.1
13518,2967,1,0,15,15,38,300.0,2,9,3.6
21505,6143,0,0,41,23,51,400.0,4,8,3.6
34249,1242,1,0,35,31,51,250.0,4,9,3.8
35700,939,1,1,49,9,51,300.0,2,3,3.7
6880,5563,1,1,151,36,40,800.0,2,4,3.5
23421,5442,0,0,13,23,40,500.0,4,9,3.5
8083,5513,0,0,24,54,14,150.0,4,3,2.9
40478,4717,0,0,11,47,48,800.0,5,8,3.4
44129,5827,1,0,15,39,40,550.0,2,9,3.5
29434,4308,1,0,76,18,51,200.0,2,2,3.7
28373,4250,1,0,241,28,51,600.0,4,9,3.9
47587,3495,1,0,4,55,30,500.0,2,9,3.2
21049,4438,0,0,734,21,55,350.0,4,9,4.2
41536,3512,0,1,785,36,51,2700.0,4,8,4.5
21189,3702,1,0,311,21,51,200.0,4,9,4.1
27544,3744,1,0,361,18,51,450.0,2,4,2.9
21059,1816,1,0,4912,21,51,750.0,4,4,4.4
10613,4425,1,0,27,9,51,500.0,4,9,3.7
46449,3888,0,0,6,43,51,400.0,2,9,3.3
49553,1055,1,0,26,46,4,500.0,3,0,3.6
25459,4410,0,0,247,25,51,450.0,2,4,3.9
23341,4532,1,0,33,23,51,400.0,4,9,3.7
23265,960,1,0,34,23,17,900.0,4,3,3.1
49026,1844,1,0,171,46,51,500.0,2,6,3.9
1089,6318,1,0,92,9,51,300.0,2,9,4.1
17122,2005,0,0,13,41,51,300.0,4,8,3.5
31203,1854,0,0,6,29,51,300.0,4,9,3.4
51522,2465,0,0,13,54,40,400.0,4,9,3.4
20645,2790,0,0,30,0,20,1000.0,2,1,3.1
17409,2131,1,0,11,15,54,400.0,4,4,3.0
42219,993,0,1,568,37,51,2500.0,1,8,4.1
36988,5232,0,0,28,28,48,250.0,4,9,3.6
37899,4234,1,1,1024,7,47,700.0,2,4,4.0
6824,3923,1,0,295,36,40,500.0,2,6,2.8
19277,1345,1,0,1273,19,51,1000.0,5,8,4.3
44271,1490,0,0,147,39,51,600.0,2,4,4.1
11119,2294,0,0,161,21,51,200.0,4,9,4.0
31216,737,1,0,7,29,51,500.0,4,9,3.1
40574,3923,1,0,295,36,40,500.0,2,6,2.8
27393,2893,1,0,991,30,51,600.0,2,3,4.1
17185,3450,1,0,14,18,51,300.0,4,9,3.6
24763,5300,0,0,16,24,29,400.0,4,9,2.7
47565,2364,0,0,1749,10,51,1300.0,2,8,4.3
41548,471,1,1,914,36,51,750.0,4,4,4.0
24914,3606,1,0,186,25,19,500.0,4,9,3.9
4167,5394,1,0,4,18,51,400.0,2,10,3.2
33879,1856,0,0,154,30,50,200.0,4,9,3.9
32305,1141,1,0,293,30,51,250.0,2,8,3.9
42621,2306,1,0,32,52,51,200.0,2,9,3.8
50268,5113,1,0,30,54,40,400.0,2,4,3.6
8912,914,1,0,56,2,40,350.0,2,9,3.4
18244,767,0,0,8,19,8,150.0,2,9,3.1
31171,5276,1,0,2620,29,51,500.0,4,8,4.5
14829,3413,1,0,14,19,8,200.0,2,9,3.3
51671,3289,0,0,77,54,32,2000.0,5,8,3.9
43394,3841,1,0,111,49,51,700.0,4,4,4.0
35828,1544,1,0,92,21,54,100.0,2,9,4.1
41554,1260,1,0,83,36,51,600.0,4,4,3.7
43987,2893,1,0,365,39,51,900.0,1,3,3.9
1719,4651,0,0,23,6,56,300.0,2,9,3.8
19324,5943,0,1,3864,19,51,1300.0,6,5,4.1
47498,1702,1,0,64,10,10,400.0,2,9,3.4
3445,2220,1,1,1903,21,51,1200.0,4,4,4.1
2890,3881,1,0,102,2,40,350.0,2,9,2.8
22558,2740,1,0,31,9,51,400.0,2,9,3.7
25021,4966,1,0,224,1,51,600.0,4,4,3.9
8441,6134,1,0,38,9,54,250.0,2,10,3.9
18665,5884,1,0,1855,19,15,800.0,4,3,4.2
38905,36,0,0,58,42,51,900.0,4,4,3.5
34466,3892,0,0,7,9,51,300.0,4,8,3.5
22570,3490,1,0,10,2,40,600.0,2,6,3.4
7067,1078,1,0,119,41,4,500.0,2,0,4.1
32247,2946,1,0,306,13,51,300.0,2,9,3.9
44042,4159,1,0,8,41,51,400.0,2,4,3.5
14172,6166,1,0,10,15,51,400.0,4,9,3.4
32254,3589,1,0,115,30,52,600.0,2,10,4.4
38042,850,0,0,50,48,51,550.0,2,3,3.7
45452,3140,0,0,5,19,51,400.0,2,6,3.2
30065,6179,1,1,161,18,45,900.0,2,8,3.9
30574,5663,0,0,62,31,24,150.0,2,8,3.8
4850,3224,1,0,94,36,51,700.0,4,3,3.7
31529,656,1,0,21,26,51,300.0,4,9,3.7
18148,3854,1,0,4,37,40,450.0,2,9,3.2
48203,1100,0,1,1439,34,51,2200.0,4,8,4.6
31471,513,0,0,140,31,51,200.0,4,8,3.9
50091,5969,1,1,2232,5,51,1400.0,6,8,4.4
45527,5448,1,0,124,22,51,500.0,3,10,3.5
23097,901,1,0,204,9,51,500.0,3,8,4.0
22729,5532,1,1,1340,2,51,1700.0,2,8,3.9
14163,3949,1,0,9,15,51,550.0,4,4,3.6
41489,3079,0,0,6,36,24,200.0,3,7,3.4
2003,420,0,0,80,2,51,650.0,4,4,2.8
4876,2982,1,0,32,36,51,450.0,4,4,3.6
50116,5260,0,0,35,54,16,700.0,1,3,3.9
18182,5499,1,0,168,22,51,450.0,2,9,3.8
44759,2646,1,1,771,19,51,1000.0,1,8,4.3
35212,5456,1,0,205,29,28,250.0,2,9,4.1
15886,3171,1,0,153,5,51,200.0,2,2,3.9
20463,1130,1,0,416,21,51,700.0,2,4,3.8
38120,4121,0,1,930,7,51,800.0,2,4,4.0
15433,892,1,0,21,16,14,450.0,4,3,3.7
34669,5578,1,1,576,30,51,2000.0,5,8,4.3
12950,2758,1,0,11,7,51,200.0,4,9,3.3
25263,139,1,0,123,1,36,600.0,2,4,3.2
48346,599,1,0,266,45,21,850.0,4,4,3.8
27235,4064,1,0,157,28,24,300.0,2,7,4.1
41634,3861,1,0,6,36,38,700.0,4,4,3.4
4043,4169,1,0,16,36,20,300.0,2,9,3.7
24445,5690,1,0,17,24,4,300.0,2,8,3.5
23513,839,1,0,22,2,51,400.0,4,9,3.7
1036,934,1,0,100,9,19,600.0,2,4,3.9
16566,4328,1,0,39,18,38,450.0,2,4,3.0
5623,219,1,0,4,45,38,200.0,2,9,3.3
50610,1415,1,1,0,54,39,1200.0,2,4,4.1
26232,1566,0,0,103,1,38,600.0,4,4,3.7
15941,4263,1,0,214,5,51,400.0,2,7,4.2
11467,1432,1,1,2563,29,51,1200.0,5,1,4.3
42338,568,1,0,753,19,38,950.0,2,4,4.1
19778,301,1,0,121,0,51,250.0,2,9,3.9
21043,935,1,1,1257,21,51,1000.0,4,4,4.3
33296,4262,1,0,185,9,41,300.0,2,8,4.2
27260,3600,1,0,6,9,51,300.0,2,9,3.4
23802,5860,0,1,176,21,51,1350.0,4,4,3.8
33833,1141,1,0,293,30,51,250.0,4,8,3.9
39793,1783,1,0,16,43,51,250.0,2,10,3.5
42057,1236,1,0,115,41,51,500.0,4,4,3.2
50770,6259,0,0,10,54,51,400.0,2,9,3.3
12436,6071,0,0,6,11,37,150.0,3,8,3.4
6973,1625,0,0,28,8,40,600.0,2,4,3.7
11943,5992,0,0,618,7,51,500.0,2,3,4.2
31859,2795,0,0,6,9,28,400.0,4,9,3.5
17864,5616,1,0,29,52,4,300.0,2,0,3.7
3787,1606,1,0,74,5,51,600.0,1,8,4.0
15974,2505,0,1,320,18,51,800.0,2,4,3.8
26155,5630,1,0,323,24,51,800.0,4,4,3.8
5604,1878,0,0,4,2,38,300.0,2,9,3.3
24630,1445,0,0,95,41,4,300.0,3,6,4.0
9858,3982,0,0,11,31,51,200.0,2,9,3.4
31482,1624,1,0,121,26,41,400.0,4,9,3.9
27534,1335,1,0,314,29,51,800.0,2,4,4.0
8521,1143,1,0,9,9,51,250.0,2,9,4.2
44679,5710,0,0,6,41,46,350.0,4,9,3.3
32838,1210,1,0,30,9,51,300.0,2,9,3.4
47795,4661,0,1,537,48,51,1400.0,2,4,4.3
21556,1530,0,0,98,0,40,800.0,4,1,3.0
26019,652,0,0,21,25,51,700.0,4,4,3.6
33507,281,0,0,6,9,40,400.0,2,9,3.1
40451,3740,1,0,8,53,54,350.0,4,9,3.3
17280,5589,1,0,12,18,51,500.0,4,9,3.0
3877,4357,1,0,188,18,40,400.0,2,4,2.8
41887,307,1,0,13,36,0,400.0,4,8,3.1
5865,1869,0,0,14,45,5,300.0,3,8,3.7
50924,1030,1,0,590,54,51,550.0,3,3,4.3
8270,896,1,1,3125,29,51,1500.0,0,5,4.5
44593,1107,1,0,12,39,51,400.0,4,9,3.5
51070,5727,0,1,1776,54,51,1700.0,4,8,4.3
26626,909,1,0,7,41,51,300.0,1,6,3.4
14673,4558,1,0,61,22,38,400.0,2,9,3.8
15740,1083,0,0,17,53,51,200.0,4,9,3.5
2539,34,1,0,13,0,51,400.0,1,3,3.1
28997,1678,1,0,115,18,51,700.0,4,4,3.2
15593,6231,0,1,1428,52,51,1300.0,4,8,4.2
46329,4886,1,0,26,41,37,100.0,2,8,3.8
32257,598,1,0,358,32,8,650.0,2,6,4.0
47386,4080,1,0,106,53,52,800.0,2,6,3.9
27777,504,1,1,1014,30,51,1300.0,2,1,3.7
50067,289,0,0,54,46,40,900.0,5,8,3.5
5168,1472,1,0,8,13,3,250.0,2,6,3.6
30294,301,0,0,9,29,51,250.0,2,9,3.2
20013,1357,1,0,72,21,41,450.0,2,4,3.7
6284,580,0,1,52,20,51,1100.0,4,4,3.8
12602,3506,1,0,2139,44,51,600.0,4,4,4.3
2512,944,1,0,261,21,51,700.0,1,3,4.2
19432,47,0,0,62,21,14,150.0,1,3,4.0
21344,2677,0,0,59,0,40,750.0,4,4,3.8
5626,4161,1,1,203,45,51,1200.0,2,4,3.8
47082,4587,0,0,21,35,8,300.0,4,9,3.7
5636,2819,1,0,263,19,51,700.0,2,10,3.8
30888,5775,1,0,67,29,51,250.0,3,7,4.3
